orders_id,invoice,transaction_id,card_number,total,pay,due_date,date
459.0,e0e75e6b-389e-4c2c-b2e1-82de3e072ac7,326.0,2276436237509152,674.0,266.0,2023-02-25,2023-05-03
544.0,bd6badee-2ab0-438b-b9a0-391bf2c412c7,521.0,5440967949413469,892.0,288.0,2023-11-06,2023-11-15
286.0,08540441-cd4b-43fd-a055-8d6ddf8b2dc6,685.0,5217623493819103,476.0,328.0,2023-05-31,2023-09-04
655.0,d0ee42eb-9b46-4491-b4f5-adb5e2c72c6c,688.0,2323568450573433,354.0,209.0,2023-08-08,2023-09-23
160.0,f6e6faf2-6be3-41e9-97b4-3fead2629148,84.0,5338022175928114,749.0,446.0,2023-07-19,2023-09-29
209.0,5b5d4382-5ac9-440e-9c96-0c73bea13b6c,887.0,2280805082552190,869.0,670.0,2023-03-11,2023-06-15
217.0,dd860c04-e0b8-43e9-b7a8-360d5b5d6a63,11.0,2221710371287445,150.0,136.0,2023-07-23,2023-10-31
756.0,41e6604a-9f1f-4c0b-831b-ef854b74ca00,508.0,2263696333334061,748.0,712.0,2023-01-08,2023-04-21
130.0,81f5c68d-1b8a-499a-8c37-003f0ca9ee5b,565.0,5530123457488136,873.0,225.0,2023-02-07,2023-10-23
718.0,8971ee59-734a-4a9b-ac80-1c6557999972,750.0,5286083229982806,812.0,673.0,2023-03-13,2023-05-27
289.0,85628014-cb34-4089-89a5-180d9f348134,926.0,2720275464621773,113.0,53.0,2023-09-24,2023-10-23
60.0,af083220-7c75-44a3-85a0-e544c0b7c36d,590.0,2223921177561986,383.0,257.0,2023-07-06,2023-09-12
527.0,73f01fed-da40-48bf-88b6-bcba94f9464f,263.0,2310871841461028,666.0,90.0,2023-08-01,2023-10-11
430.0,76c4a7a4-d431-4ed3-bbd6-1c43a51eb999,798.0,2265584407343648,152.0,88.0,2023-02-21,2023-02-26
195.0,2a11c1d1-775e-471e-9057-4e4554ca6959,648.0,5113882541530030,537.0,206.0,2023-11-09,2023-11-12
304.0,865e6f45-9241-419b-aec1-4e3038711fe9,98.0,5191873203391428,856.0,523.0,2023-06-03,2023-10-05
328.0,d953f284-a160-42a8-ba2b-b55063d6af42,278.0,5253864244123743,505.0,57.0,2023-06-19,2023-10-17
25.0,7f48c7be-cc42-4bab-ba3c-0be2cf17c4bf,234.0,2701986935140085,438.0,102.0,2023-01-23,2023-04-23
980.0,042d1227-670a-49fd-b5f4-28e3bd646449,881.0,2222063515074033,652.0,476.0,2023-08-16,2023-10-10
400.0,00b7e160-36a6-4a83-864e-ecd2df894aef,584.0,5364500129135073,971.0,53.0,2023-06-04,2023-06-25
832.0,04d18e65-29c7-4017-ad6b-037a48e82c77,287.0,2710522518791777,401.0,100.0,2023-01-06,2023-07-27
967.0,8c3b798f-d4e5-496d-a6be-6af79b247361,760.0,5432772469264932,354.0,283.0,2023-06-12,2023-07-26
132.0,07aba607-4da5-4177-954c-22bf2052ed49,29.0,2225563274437849,932.0,811.0,2023-06-13,2023-07-27
173.0,db799e0f-5d56-4dbb-8922-3ee85e2da1c0,320.0,2301019611500986,546.0,237.0,2023-06-22,2023-08-21
371.0,7c2587e1-c92c-4373-a4f4-7dcaa460efc7,704.0,2230739716033965,567.0,289.0,2023-07-05,2023-11-12
121.0,3db00a50-923a-471f-b2aa-6c0e8d8837bb,531.0,2271912467083113,323.0,285.0,2023-03-01,2023-09-02
592.0,a35e18c7-43f4-4360-9e9c-13370628d781,401.0,2299289446676939,397.0,110.0,2023-09-23,2023-10-25
488.0,053d71e8-52b5-45de-b109-5ba4f8562f1d,622.0,2274475975796383,945.0,798.0,2023-09-01,2023-11-17
535.0,1cd10113-a29d-404f-b7de-5c5199cf2552,616.0,2682276569179952,169.0,53.0,2023-07-05,2023-10-30
986.0,d1695ae9-f300-49f3-8a28-49660d609f0a,426.0,2447740148896887,502.0,464.0,2023-02-19,2023-10-04
221.0,db20b701-b309-4563-803a-9891609ecd0e,989.0,2627602534398799,315.0,120.0,2023-05-12,2023-09-16
726.0,ca130ac5-bc54-4938-8092-29aaa8972659,751.0,2276748944411609,556.0,502.0,2023-06-23,2023-08-02
393.0,16dd43a2-fa53-43ed-a7c4-bbe897273b2c,701.0,2246150990275458,733.0,249.0,2023-02-02,2023-02-18
675.0,59d9cbe6-3f9f-4f88-bd35-b511d988bb72,405.0,2720275898447431,493.0,376.0,2023-10-01,2023-10-29
388.0,f53847b8-a639-4266-b416-ba0e70696b6e,494.0,2706323389712786,616.0,476.0,2023-02-12,2023-10-15
512.0,2d174e22-b6ee-427c-8aed-e53481ade21e,282.0,5355721912469518,215.0,97.0,2023-09-27,2023-10-15
223.0,c852b083-2560-4c69-a344-230ff2b39235,331.0,2294437163131167,336.0,178.0,2023-08-12,2023-09-14
484.0,7d972723-36a0-4ea6-8cc2-d7b805c16bed,184.0,2276104978159674,145.0,136.0,2023-07-25,2023-07-26
623.0,931b8e77-f27f-4d7d-97f1-dd9f2df1e57c,316.0,2286545360674365,968.0,80.0,2023-07-03,2023-10-27
450.0,26b772dd-4a06-4c65-9464-8a7545c8a69b,549.0,2716043450708194,315.0,180.0,2023-04-29,2023-10-07
593.0,bd9606ab-6069-4268-ab2b-4d042c3006cd,72.0,2262468405873850,426.0,332.0,2023-09-23,2023-09-28
884.0,250ec99b-b81d-4563-92b7-5ff16fa6cadd,52.0,5414128506562030,647.0,122.0,2023-01-13,2023-07-13
